,newid,Undergrad School,Undergrad School_updated,Master's Degree School,Master's Degree School_updated
386,330087,Seoul National University,Seoul National University,Seoul National University,Seoul National University
387,648337,University Of Pune,University of Pune,New York University,New York University
388,945963,Carleton College,Carleton College,,
389,622190,Singapore Management University,Singapore Management University,,
390,392346,MZUMBE UNIVERSITY,Mzumbe University (Chuo Kikuu Mzumbe),University Of Dar Es Salaam,University of Dar Es Salaam
391,995304,University Of Cambridge-Trinity College,University of Cambridge - Trinity College,,
392,422495,Hamilton College,Hamilton College,Harvard University,Harvard University
393,795541,Peking University,Peking University,George Washington University,George Washington University
394,39264,Wuhan University,Wuhan University,University Of Southern California,University of Southern California
395,75360,University Of Wisconsin--Madison,University of Wisconsin - Madison,,
396,693237,Tsinghua University,Tsinghua University,,
397,324330,Brandeis University,Brandeis University,,
398,201396,Universidad De Los Andes,Universidad de Los Andes,Universidad De Los Andes,Universidad de Los Andes
399,91272,Hong Kong University Of Science And Technology,Hong Kong University of Science and Technology,,
400,979751,Middlebury College,Middlebury College,,
401,541669,Universite De Paris I (pantheon-Sorbonne),Universite De Paris I (pantheon-Sorbonne),Paris School of Economics,Warsaw School of Economics
402,274069,Cornell University,Cornell University,,
403,633220,University Of Michigan--Ann Arbor,University of Michigan,Duke University,Duke University
404,736984,People's University Of China,People's University Of China,University Of Michigan--Ann Arbor,University of Michigan
405,213366,Pontificia Universidad Catolica De Chile,Pontificia Universidad Catolica de Chile,Pontificia Universidad Catolica De Chile,Pontificia Universidad Catolica de Chile
406,274587,Universidad De Chile,Universidad de Chile,Universidad De Chile,Universidad de Chile
407,461571,University Of Pennsylvania,University of Pennsylvania,University of London-London School of Economics & Political Sci,University of London - London School Of Economics & Political Sci
408,959157,Universidad Nacional Autonoma De Mexico,Universidad Nacional Autónoma de México,,
409,563975,Istanbul Technical University,Istanbul Technical University,Bogazici University,Bogazici University
410,663426,University Of Warwick,University of Warwick,London School of Economics and Political Science,London School of Economics and Political Science
411,443034,Facultes Universitaires Saint-Louis,Facultés Universitaires Saint-Louis,Universite Des Sciences Sociales (toulouse I),Université des Sciences Sociales (Toulouse I)
412,207658,Cornell University,Cornell University,,
413,900275,Tsinghua University,Tsinghua University,,
414,340402,University Of Chicago,University of Chicago,,
415,212751,Washington University in St. Louis,Washington University in St. Louis,University of Oxford-Balliol College,University of Oxford - Balliol College
416,214142,UniversitÃ  degli Studi di Roma Tor Vergata,"University of Roma ""Tor Vergata""",UniversitÃ  degli studi di Roma Tor Vergata,"University of Roma ""Tor Vergata"""
417,635885,Universidad De Los Andes,Universidad de Los Andes,Universidad De Los Andes,Universidad de Los Andes
418,74149,Holborn College,Holborn College,University Of Greenwich,University of Greenwich
419,261313,Universidad De Chile,Universidad de Chile,Universidad De Chile,Universidad de Chile
420,165240,,,Ecole Polytechnique,Ecole Polytechnique
421,562057,ITAM Instituto Tecnologico Autonomo de Mexico,Instituto Tecnológico Autonómo de México,ITAM Instituto Tecnologico Autonomo de Mexico,Instituto Tecnológico Autonómo de México
422,106898,Cornell University,Cornell University,Cornell University,Cornell University
423,257077,University Of Missouri--Columbia,University of Missouri - Columbia,,
424,731134,Universidad Torcuato Di Tella,Universidad Torcuato di Tella,Universidad Torcuato Di Tella,Universidad Torcuato di Tella
425,206705,Capital University Of Economics And Business,Capital University of Economics and Business,Capital University Of Economics And Business,Capital University of Economics and Business
426,962507,Nankai University,Nankai University,Tsinghua University,Tsinghua University
427,239219,University Of Michigan--Ann Arbor,University of Michigan,,
428,894930,Bates College,Bates College,Barcelona Graduate School of Economics,Barcelona Graduate School of Economics
429,636508,University Of Virginia,University of Virginia,,
430,826616,Ecole Polytechnique,Ecole Polytechnique,Institut D'etudes Politiques,Institut d'Etudes Politiques de Bordeaux
431,471828,University Of British Columbia,University of British Columbia,,
432,459655,University of Ottawa,University of Ottawa,Queens University,Queens University
433,745201,Instituto Tecnologico Autonomo De Mexico,Instituto Tecnológico Autonómo de México,Barcelona Graduate School of Economics,Barcelona Graduate School of Economics
434,618796,University of Melbourne,University of Melbourne,,
435,240543,Nankai University,Nankai University,Nankai University,Nankai University
436,649303,St. Olaf College,St. Olaf College,Barcelona Graduate School of Economics,Barcelona Graduate School of Economics
437,927413,George Mason University,George Mason University,,
438,329196,Shanghai Institute Of Foreign Trade,Shanghai Institue of Foreign Trade,University Of Wisconsin--Madison,University of Wisconsin - Madison
439,211228,Columbia University,Columbia University,,
440,915994,University Of Iowa,University of Iowa,,
441,582761,Oberlin College,Oberlin College,,
442,55511,Renmin University of China,Renmin University of China,,
443,327796,University Of Georgia,University of Georgia,University Of Georgia,University of Georgia
444,252989,Baylor University,Baylor University,,
445,856505,Ecole Polytechnique,Ecole Polytechnique,Ecole Polytechnique,Ecole Polytechnique
446,345445,Indiana University Bloomington,Indiana University at Bloomington,,
447,198243,University of Tartu,University of Tartu,Barcelona Graduate School of Economics,Barcelona Graduate School of Economics
448,933790,George Washington University,George Washington University,University Of Texas At Austin,University of Texas
449,139161,"University Of California, Davis","University of California, Davis",,
450,610818,Georgetown University,Georgetown University,,
451,565211,Seoul National University,Seoul National University,,
452,873111,Trinity College,Trinity College Connecticut,,
453,816409,Wuhan University,Wuhan University,,
454,251281,Sciences Po: Institut D'etudes Politiques de Paris,Institut d'Etudes Politiques de Paris (Sciences Po),Paris School of Economics,Warsaw School of Economics
455,899259,Budapest University Of Economic Sciences,Budapest University of Economic Sciences and Public Administration,Institute for Advanced Studies,Dublin Institute for Advanced Studies
456,70852,"University Of California, Berkeley","University of California, Berkeley",,
457,657801,"University Of California, Berkeley","University of California, Berkeley",,
458,710542,Swarthmore College,Swarthmore College,,
459,482238,University Of New South Wales,University of New South Wales,,
460,258960,University Of Arkansas--Fayetteville,University of Arkansas at Fayetteville,,
461,778085,Chulalongkorn University,Chulalongkorn University,,
462,429607,Brigham Young University,Brigham Young University,,
463,429543,University Of Sao Paulo,University Of Sao Paulo,Pontificia Universidade Catolica Do Rio De Janeiro,Pontifícia Universidade Católica do Rio de Janeiro
464,518474,Stanford University,Stanford University,,
465,844863,The University of Hong Kong,University of Hong Kong,,
466,526593,University Of Zagreb,University of Zagreb,,
467,981055,Universidad Nacional del Nordeste,Universidad Nacional del Nordeste,Universidad De San Andres,Universidad de San Andres
468,569641,University Of Florida,University of Florida,,
469,952055,Massachusetts Institute of Technology,Massachusetts Institute of Technology,University of London-London School of Economics & Political Sci,University of London - London School Of Economics & Political Sci
470,628517,University Of Virginia,University of Virginia,Georgetown University,Georgetown University
471,792272,Hillsdale College,Hillsdale College,Montana State University,Montana State University
472,966831,University Of Pennsylvania,University of Pennsylvania,,
473,216590,Universidad Del Pacifico,Universidad del Pacifico,Universidad Del Pacifico,Universidad del Pacifico
474,141451,Universidad Nacional De Asuncion,Universidad Nacional de Asunción,University of Illinois at Chicago,University of Illinois at Chicago
475,836132,Universidad De Costa Rica,Universidad de Costa Rica,,
476,259640,Universita Bocconi,Università Bocconi,Universita Bocconi,Università Bocconi
477,602760,Gettysburg College,Gettysburg College,,
478,974185,National Research University Higher School of Economics,Higher School of Economics,Centro De Estudios Monetarios Y Financieros,Centros de Estudios Monetarios y Financieros (CEMFI)
479,818259,University Of Copenhagen,Copenhagen University,University Of Copenhagen,Copenhagen University
480,140759,Western Kentucky University,Western Kentucky University,,
481,546791,Pontificia Universidade Catolica Do Rio De Janeiro,Pontifícia Universidade Católica do Rio de Janeiro,Pontificia Universidade Catolica Do Rio De Janeiro,Pontifícia Universidade Católica do Rio de Janeiro
482,26900,M.V. Lomonosov Moscow State University,Moscow State University,,
483,787234,Brown University,Brown University,,
484,620634,University Of Tulsa,University of Tulsa,University Of Tulsa,University of Tulsa
485,82920,Brown University,Brown University,,
486,738650,Washburn University Of Topeka,Washburn University,,
487,670119,Northwestern University,Northwestern University,,
488,256952,Pontificia Universidad Catolica De Chile,Pontificia Universidad Catolica de Chile,Pontificia Universidad Catolica De Chile,Pontificia Universidad Catolica de Chile
489,75089,Michigan State University,Michigan State University,,
490,615657,National Taiwan University,National Taiwan University,Johns Hopkins University,Johns Hopkins University
491,371045,Peking University,Peking University,,
492,43143,University Of Michigan--Ann Arbor,University of Michigan,Pepperdine University,Pepperdine University
493,681152,Isfahan University of Technology,Isfahan University of Technology,Sharif University of Technology,Sharif University of Technology
494,974442,,,Ecole Nationale de la Statistique et de l'Admin Economique,Ecole Nationale de la Statistique et de l'Administration Economique
495,413589,University Of Warwick,University of Warwick,University of London-London School of Economics & Political Sci,University of London - London School Of Economics & Political Sci
496,882332,Ohio State University,Ohio State University,,
497,925600,Oberlin College,Oberlin College,,
498,929280,Brandeis University,Brandeis University,,
499,594512,Michigan Technological University,Michigan Technological University,Massachusetts Institute of Technology,Massachusetts Institute of Technology
500,375841,Trinity College,Trinity College Connecticut,,
501,878172,Lycee louis Le Grand,Lycee louis Le Grand,Ecole Polytechnique,Ecole Polytechnique
502,29356,University Of Tehran,University of Tehran,Texas Tech University,Texas Tech University
503,908815,Instituto Tecnologico Autonomo de Mexico,Instituto Tecnológico Autonómo de México,,
504,597100,Brown University,Brown University,,
505,692750,Boston College,Boston College,,
506,156726,"Indian Institute of Technology, Madras","Indian Institute of Technology, Madras",Indian Statistical Institute,Indian Statistical Institute
507,821845,University Of Alabama In Huntsville,University of Alabama - Huntsville,,
508,304510,Texas A&M University,Texas A&M University,,
509,879417,Queen's University,Queen's University,University of Calgary,University of Calgary
510,661048,Brown University,Brown University,Boston University,Boston University
511,69806,University Of Pennsylvania,University of Pennsylvania,University Of Pennsylvania,University of Pennsylvania
512,700504,"Rutgers, The State University Of New Jersey",Rutgers University,,
513,82914,American University of Sharjah,American University of Sharjah,Murdoch University,Murdoch University
514,142571,University Of Toronto Schools,University of Toronto - Schools,,
515,996510,Manhattan College,Manhattan College,,
516,269195,Universita Commerciale 'luigi Bocconi',University of Commerce Luigi Bocconi,University of Bologna,University of Bologna
517,525812,Pontificia Universidad Catolica De Chile,Pontificia Universidad Catolica de Chile,Pontificia Universidad Catolica De Chile,Pontificia Universidad Catolica de Chile
518,695528,Monash University,Monash University,,
519,502670,University Of Oxford,University of Oxford,University of London-London School of Economics & Political Sci,University of London - London School Of Economics & Political Sci
520,118368,"University Of California, Los Angeles","University of California, Los Angeles",University Of Chicago,University of Chicago
521,835539,Swarthmore College,Swarthmore College,,
522,461672,Zhejiang University,Zhejiang University,London School of Economics and Political Science,London School of Economics and Political Science
523,666840,University Of Chicago,University of Chicago,,
524,756143,Sabanci University,Sabanci University,Sabanci University,Sabanci University
525,320503,Universidad De Chile,Universidad de Chile,Universidad De Chile,Universidad de Chile
526,862876,University Of Michigan--Ann Arbor,University of Michigan,,
527,965123,California Polytechnic State University,California Polytechnic State University - San Luis Obispo,,
528,525514,Instituto Tecnologico y de Estudios Superiores de Monterrey (ITE,Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM),El Colegio De Mexico,El Colegio de México
529,151160,Sharif University Of Technology,Sharif University of Technology,Shahid Beheshti University,Shaheed Beheshti University
530,103731,Instituto Tecnologico Autonomo de Mexico,Instituto Tecnológico Autonómo de México,,
531,167942,Columbia University,Columbia University,,
532,913733,Nanjing University of Posts & Telecommunications,Nanjing University of Posts and Telecommunications,Kansas State University,Kansas State University
533,834796,,,Paris School of Economics,Warsaw School of Economics
534,611287,National University of Sciences and Technology,National University of Science and Technology,,
535,91689,Swarthmore College,Swarthmore College,,
536,932573,Harvard College,Harvard University - College,University College London,University College London
537,828537,"Rutgers, The State Univerisity of New Jersey-New Brunswick",Rutgers University,,
538,914066,Shandong Normal University,Shandong Normal University,Georgetown University,Georgetown University
539,42919,St. Xavier's College,"St. Xavier's College, Kolkata",,
540,883726,Chonbuk National University,Chonbuk National University,Chonbuk National University,Chonbuk National University
541,843572,Budapest University Of Economic Sciences,Budapest University of Economic Sciences and Public Administration,Universidad Pompeu Fabra,Universitat Pompeu Fabra
542,323081,University of Nottingham Malaysia Campus,"University of Nottingham, Malaysia Campus",University Of Nottingham,University of Nottingham
543,900978,Washington University in St Louis,Washington University in St. Louis,,
544,83251,Emory University,Emory University,,
545,519171,University Of Hong Kong,University of Hong Kong,,
546,155647,Laval University,Université Laval,Laval University,Université Laval
547,962410,Hong Kong University Of Science And Technology,Hong Kong University of Science and Technology,Chinese University Of Hong Kong,Chinese University of Hong Kong
548,742253,Colorado State University,Colorado State University,,
549,776694,Universidad de Piura,Universidad de Piura,Universidad Del Pacifico,Universidad del Pacifico
550,748304,Stanford University,Stanford University,,
551,738889,Brigham Young University,Brigham Young University,,
552,880081,"University Of California, Berkeley","University of California, Berkeley",,
553,475578,University Of Notre Dame,University of Notre Dame,,
554,188539,Georgetown University,Georgetown University,,
555,18199,Fudan University,Fudan University,Columbia University,Columbia University
556,451674,Nankai University,Nankai University,,
557,743637,Swarthmore College,Swarthmore College,,
558,191313,Universita Degli Studi Di Pavia,Universita Degli Studi Di Trieste,University Of Cambridge-Peterhouse,University of Cambridge
559,565525,Tianjin University of Finance and Economics,Tianjin University of Finance & Economics,,
560,637154,Fundacao Getulio Vargas,Fundação Getulio Vargas,"Graduate School Of Economics, Getulio Vargas Fndn.",EPGE Brazilian School of Economics and Finance
561,985213,,,Barcelona Graduate School of Economics,Barcelona Graduate School of Economics
562,307427,Central University Of Finance And Economics,Central University of Finance and Economics,Universite Toulouse I,Université de Toulouse
563,24422,"University Of California, Berkeley","University of California, Berkeley",,
564,758061,National University Of Singapore,National University of Singapore,,
565,165519,Novosibirsk State Technical University,Novosibirsk State Technical University,Humboldt University,Humboldt State University
566,472439,College Of William And Mary In Virginia,College of William and Mary,,
567,872328,University Of Missouri--Columbia,University of Missouri - Columbia,University Of Missouri--Columbia,University of Missouri - Columbia
568,772370,Jilin univerisity,Jilin University,State University Of New York At Buffalo,State University of New York at Buffalo
569,653419,Bryn Mawr College,Bryn Mawr College,,
570,352310,University Of Windsor,University of Windsor,,
571,496779,American University,American University,,
572,785443,Universita Commerciale 'luigi Bocconi',University of Commerce Luigi Bocconi,Universita Commerciale 'luigi Bocconi',University of Commerce Luigi Bocconi
573,360805,"University Of California, Berkeley","University of California, Berkeley",Montana State University,Montana State University
574,182063,Princeton University,Princeton University,,
575,932751,"University Of California, Los Angeles","University of California, Los Angeles",,
576,941208,Universidad Del Pacifico,Universidad del Pacifico,Universidad Del Pacifico,Universidad del Pacifico
577,123397,Nanyang Technological University,Nanyang Technological University,University Of Michigan--Ann Arbor,University of Michigan
578,501503,University Of Chicago,University of Chicago,University College London,University College London
579,982137,Bandung Institute Of Technology,Tatung Institute of Technology,Duke University,Duke University
580,232954,,,National Research University Higher School of Economics,Higher School of Economics
581,181259,Brown University,Brown University,,
582,836303,Babson College,Babson College,Duke University,Duke University
583,996448,Xavier University,Xavier University,Johns Hopkins Univ. Paul H. Nitze School of Adv. Int'l Studies,Johns Hopkins University - School Of Advanced International Studies
584,711085,Universidad Torcuato Di Tella,Universidad Torcuato di Tella,Universidad Torcuato Di Tella,Universidad Torcuato di Tella
585,190217,Lehigh University,Lehigh Univervsity,,
586,844047,Williams College,Williams College,,
587,569165,Colby College,Colby College,,
588,963312,Colby College,Colby College,,
589,969102,"St. Xavier's College, Kolkata","St. Xavier's College, Kolkata",Presidency University,Presidency University
590,411225,University of Oxford-Balliol College,University of Oxford - Balliol College,Massachusetts Institute of Technology,Massachusetts Institute of Technology
591,181517,Seoul National University,Seoul National University,Seoul National University,Seoul National University
592,763979,American University of Central Asia,American University of Central Asia,Illinois State University,Illinois State University
593,172717,Peking University,Peking University,Institut D'etudes Politiques,Institut d'Etudes Politiques de Bordeaux
594,188161,Federal University of Rio de Janeiro,Universidade Federal do Rio de Janeiro,"Graduate School Of Economics, Getulio Vargas Fndn.",EPGE Brazilian School of Economics and Finance
595,818343,Lahore University Management  Science,Lahore University of Management Sciences,,
596,971383,Huazhong University Of Science And Technology,Huazhong University of Science and Technology,Peking University,Peking University
597,310783,University Of Chicago,University of Chicago,,
598,652950,University Of London,University of London,,
599,886070,Universidad Catolica Boliviana,"Universidad Católica Boliviana, La Paz",Universidad De Chile,Universidad de Chile
600,266072,,,Ecole Polytechnique,Ecole Polytechnique
601,23017,Renmin University of China,Renmin University of China,Renmin University of China,Renmin University of China
602,950545,Pontificia Universidad Catolica De Chile,Pontificia Universidad Catolica de Chile,Pontificia Universidad Catolica De Chile,Pontificia Universidad Catolica de Chile
603,631974,Peking University,Peking University,,
604,473517,Amherst College,Amherst College,University Of New South Wales,University of New South Wales
605,540936,Middlebury College,Middlebury College,Bogazici University,Bogazici University
606,464510,Indiana University Bloomington,Indiana University at Bloomington,,
607,693561,Peking University,Peking University,Chinese University Of Hong Kong,Chinese University of Hong Kong
608,456539,University of London-London School of Economics & Political Sci,University of London - London School Of Economics & Political Sci,,
609,324517,"Graduate School Of Economics, Getulio Vargas Fndn.",EPGE Brazilian School of Economics and Finance,"Graduate School Of Economics, Getulio Vargas Fndn.",EPGE Brazilian School of Economics and Finance
610,548888,Brigham Young University,Brigham Young University,,
611,914340,Bogazici University,Bogazici University,Bogazici University,Bogazici University
612,775935,"University Of California, Los Angeles","University of California, Los Angeles",University Of Chicago,University of Chicago
613,215547,St. Olaf College,St. Olaf College,Barcelona Graduate School of Economics,Barcelona Graduate School of Economics
614,525669,Moscow State University,Moscow State University,New Economic School,New Economic School
